Date	Time	Text	Picture	Pic description
2024-12-31	13:30	🚫 Knalle muss nit immer sin! En dä Aldstadt bliev et räuhig – met Musik, Stimmung un vill Kölsch es dä Start en dat neue Johr perfekt! 🍺🎉	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen%20-%20Silvester%20-%20Fierte%20Woche/Keine%20Knalle.png?raw=true	
2024-12-31	16:30	🕟🌟 Dä Silvester-Countdown: 10… 9… 8… „Hät einer dat Kölsch opgemaht?“ – 7… 6… „Dä Dom es schön, su wie jede Johr!“ – 5… 4… „Hät einer de Wunderkääze vergesse?“ – 3… 2… 1… Proooss! #kölsch #silvester #feiern #2025 		
2024-12-31	18:30	💬Woss do dat? 🔮💥 Et gitt en Tradition en Deutschland, zo Silvester „Bleigießen“ zo maache! Ävver zick 2018 es dat met Blei verbodde – jetz schmelze mer Zinn! 🕯️ Et passiert koot noh Meddernaach, un de geschmolze Figure solle dir sage, wat dat neu Johr brängk. 🎉✨ #SilvesterTradition #Neujahr #kölsch #silvester #feiern #2025 #wossdodat	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%202_Wusstest%20du%20das.png?raw=true	Dieses Bild zeigt die Frage „Woss do dat?“ in blauer Schrift und daneben eine leuchtende gelbe Glühbirne, die eine Idee oder Inspiration symbolisiert.
2025-01-01	0:00	🎆 Dat Neujohr fängk ann – vill Freud un vill Glöck för üch! 🎉 Et Team vun Virtuelles Kölsch wünsch üch nur dat Beste – un vill Spaß met Kölsch! Pross! 🥂	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen%20-%20Silvester%20-%20Fierte%20Woche/E%20joot%20neu%20Johr.png?raw=true	Das Bild zeigt eine Neujahrsgrußkarte mit dem Text "E joot neu Johr! 2025" auf blauem Hintergrund, buntem Feuerwerk.         
2025-01-01	9:30	🔤Wood vun der Woch!  ✨der Vörsatz✨ E Vörsatz es jet, dat mer sich vörnemmt, zo dun.  Zum Beispiel: • Endlich jede Dag Kölsch spreche! • Mih Zigg för sich selvs han! • Winniger Brass – mih Fridde! Wat sin ding Vörsätze? Schriev et uns! ✨ #kölsch #silvester #feiern #2025 #neujahr	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Wood%20vun%20der%20Woch!.png?raw=true	Das Bild zeigt den Text „Wood vun der Woch!“ in schwarzer Handschrift auf weißem Hintergrund. Daneben sind vier orangefarbene Quadrate mit den Buchstaben „A“, „B“, „C“ und einem Fragezeichen dargestellt. 
2025-01-01	13:30	🍻 En Kölle fängk et Jahr oft met en'm Kölsch aan! Noh Silvester trecke de Kölner zo de Brauhüüser un geneeße dat kölsche Bier in ener gemödliche Atmosphäre. So weed dat Jahr rääch begröß! 🥂 #kölsch #silvester #köln #feiern #2025	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%206_Woss%20do%20dat.png?raw=true	Das Bild zeigt zwei Bierkrüge mit gelbem Bier und Schaum, die aneinander stoßen, wobei Spritzer sichtbar sind. Links daneben steht der Text „Pross!“ in einer handschriftlichen Schriftart.
2025-01-01	16:30	💬Woss do dat? Vill Kölner besöke de Neujohrsemfang vun der Stadt ov Verein, öm dat neue Johr zosamme zo fiere un sich uszotuusche ! 🥂🎉 #Neujahr #Kölle #Tradition	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%202_Wusstest%20du%20das.png?raw=true	Dieses Bild zeigt die Frage „Woss do dat?“ in blauer Schrift und daneben eine leuchtende gelbe Glühbirne, die eine Idee oder Inspiration symbolisiert.
2025-01-02	9:30	🧩Quizfrog Konjugiere das Verb „heiße“ (heißen) op Kölsch! Schriev ding Antwööd en de Kommentare!👇😊 #quiz #kölsch	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%207_Quiz.png?raw=true	
2025-01-02	13:30	🧩Quizfrog Wat es de Kölsche Tradition, wo mer Blei (jetz Zinn ov Wachs) schmilz?  A) Bleigießen B) Blei brennen C) Bleikugeln rollen Schriev ding Antwööd en de Kommentare!👇😊 #quiz #kölsch	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%207_Quiz.png?raw=true	Das Bild zeigt einen grünen, lächelnden Frosch auf einem Blatt. Rechts oben befindet sich ein grüner Kreis mit einem weißen Häkchen darin. Links steht in einer handschriftlichen Schriftart der Text „Quizfrog!“.
2025-01-02	16:30	🗣️ Wat hälds dovun?     Mer wör jähn wesse, wie dir unsre Lektionen gefalle! Hässte Verbesserungsvorschläge oder Wünsche? Geev uns Ding Feedback!    📝 👉 Mer freue uns op Ding Antwoode!  #kölsch #feedback	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%207_Feedback.png?raw=true	Das Bild zeigt zwei gezeichnete Emojis: ein gelbes Emoji mit einem fröhlichen Gesicht oben rechts und ein lila Emoji mit einem nachdenklichen Gesicht unten rechts. Der Text in der Mitte lautet: „Gevv uns ding Feedback!“.
