Date	Time	Text	Picture
2024-12-09	13:30	👋 Maach et joot!  So verabschiedet man sich auf Kölsch:  Tschüss! – „Tschö!“ Bis bald! – „Bes zom nächste Mol!“/„Bes bald!“	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%204_Sich%20verabschieden.png?raw=true
2024-12-09	16:30	👋Abschied und Wünsche  🌟 Verabschiede dich freundlich:  „Maach et joot!“ (Mach’s gut!) „Bliev joot drop!“ (Bleib gut drauf!)	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%204_Sich%20freundlicher%20verabschieden.png?raw=true
2024-12-10	9:30	🎨 Wat mähs do jähn?  Übe, wie du deine Hobbys op Kölsch beschreibst:  Ich ben dä Peter un ich spille Foßball. Ich ben et Lena un ich singe jähn.  💡 Nützliche Vokabeln für Hobbys:  Fußball spielen – ich spille Foßball  Lesen – ich lese Malen – ich mole Musik hören – ich hüre Musik  Singen –  ich singe Tanzen – ich danze Kochen – ich koche  💡„jähn“ bedeutet „gerne“!  Wat mäht dir Spaß? Schriev et uns! 🎉	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%205_Hobbys.png?raw=true
2024-12-10	13:30	💡 Wat es ding Lieblings...?  Sag uns auf Kölsch, was du magst!  Lieblingsessen: „Ich ben et Maria un ich leev Jägerschnitzel.“ Lieblingsstadt: „Ich kumme us Oche, ävver ich leev Kölle.“  Und du? Schreib deine Lieblingssachen op Kölsch! 😊	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%205_Ich%20leev.png?raw=true
2024-12-10	16:30	👩‍💼 Beruf und Alter op Kölsch  Beruf: „Ich ben et Anna un ich ben Schülerin.“ Alter: „Ich ben dä Max un ich ben 25 Johre oalt.“  💡Hier sind einige Berufe, die auf Kölsch anders klingen:  Arzt/Ärztin – Dokter/Dokterin Bauarbeiter – Bauarbeider Kellner/Kellnerin – Köbes/Köbesse  💡 Schriev, wat do schaffs un wie oalt do bes!	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%205_Beruf.png?raw=true
2024-12-11	9:30	💬 „Wie geiht et dir?“  Auf Kölsch fragt man: „Wie geiht et dir?“ – Das heißt „Wie geht es dir?“ auf Hochdeutsch.  Antwortmöglichkeiten:  😊 „Et geiht mir joot.“ (Es geht mir gut.) 😐 „Et geiht so.“ (Es geht so.) 😔 „Et geiht mir nit joot.“ (Es geht mir nicht gut.)  👉 Schriev uns: Wie geiht et dir? 😊	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%206_Wie%20geiht%20et%20dir.png?raw=true
2024-12-11	13:30	💡 Woss do dat?  Kölsch es nit bloß e Dialekt, ävver och e „Bier“ un e „Geföhl“! 🌍 Et es dä einzige Dialekt, der noh 'nem Bier benannt es. Prost! 🍻  Wat jefällt dir bes jetz aan unsrer Kölsch-Woche am besste? Schriev et uns! 😊	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%206_Woss%20do%20dat.png?raw=true
2024-12-11	16:30	🚀 Wat es Ding Highlight?  Die erste Kölsch-Woche es fast vörbei! Wat häs do am meisten jefalle?  Die Vokabeln? Dat Übe vom Verb „sin“? Oder dä kölsche Städtenamen?  Klaaf uns Ding Highlight! Mer freue uns op ding Antwoode. 😊	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%206_Highlight.png?raw=true
2024-12-12	9:30	Bist du bereit, dein Kölsch-Wissen zu testen? In diesem Quiz kombinieren wir alles, was du über diese Woche gelernt hast. Viel Spaß beim Lösen der Aufgaben! 😊  🧩Quiz-Frage  Fülle die Lücken mit den passenden Artikeln oder Verben aus:  a) Ich ___ et Lena un ich ___ us Kölle. b) Wer ___ dä? Das ___ dä Max. c) Mer ___ en Düsseldörp, un mer ___ froh, dich kennenzuliere. d) Ich ___ dä Peter, un ich ___ us Oche. e) Et Marie ___ en Freund vun mir.	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%207_Quiz.png?raw=true
2024-12-12	13:30	🧩Quiz-Frage  Übersetze die Sätze ins Hochdeutsche:  a) Ich ben dä Thomas un ich kumme us Düsseldörp. b) Wer bes do? c) Et Anna kütt us Oche. d) Mer sin et Kölle, un mer sin froh, dich kennenzuliere. e) Ich ben et Maria, un ich ben Dokterin.	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%207_Quiz.png?raw=true
2024-12-12	15:30	🧩Quiz-Frage  Schreibe einen kurzen Text über dich auf Kölsch, benutze dabei mindestens drei der folgenden Wörter: „sin“, „kumme“, „et“, „dä“, „us“.	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%207_Quiz.png?raw=true
2024-12-12	16:30	💬 Wat hälds dovun?  Mer wör jähn wesse, wie dir unsre Lektionen gefalle! Hässte Verbesserungsvorschläge oder Wünsche? Geev uns Ding Feedback. 📝  👉 Mer freue uns op Ding Antwoode!	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%206_Feedback.png?raw=true
