Date	Time	Text	Picture
23-12-2024	13:30	🔤Wood vun der Woch!🎄 🎭et Kreppespill🎭 - En Geschichte, die untrennbar met d’r Feier vun Weihnachte verbunge es!😇✨ #kölsch #weihnachtsmarkt #krippenspiel	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen_Dritte%20Woche_Weihnachtsmaat/Kreppespill.png?raw=true
23-12-2024	16:30	🎄🍬🎠Et gitt viele Dinger der mer op däm Weihnachtsmaat kaufe kann: • Spekulazius • Holzspillsaache • Schmuckstöcke. Wat käufs do gään op däm Weihnachtsmaat?🎅 #kölsch #weihnachtsmarkt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen_Dritte%20Woche_Weihnachtsmaat/Spekulazius.png?raw=true
24-12-2024	9:30	🎄🎅Ho-ho-ho! Hügg es Hellichovend! Op Kölsch sage mer och „Kressovend“! #kölsch #weihnachtsmarkt #heiligabend	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen_Dritte%20Woche_Weihnachtsmaat/Kressovend.png?raw=true
24-12-2024	13:30	🕯️Geihs do hügg en de Kreßnaach? De Kreßnaach is de Mess aan Kreßnaach. Viellleich geihs do zor Meß em Dom?🤗 #kölsch #weihnachtsmarkt 	
24-12-2024	16:30	🎶Zigg zom Singe🎶  „Su wor et fröher bei uns en der Weihnachtszigg. Et roch noh Plätzcher, Zimp un Nöss. Mer han beim Backe geholfe un Stääne gemaht un voll Ehrfurch op et Chresskind gewaadt ...„  Link zum Orginalvideo: https://youtu.be/8Ew6SQaU2xE?si=omy6JKt8V-cx7r8j 😀Kanns do dat Leed? Versteihs do, wat do gesunge weed? #musik #kölsch #weihnachtsmarkt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen_Dritte%20Woche_Weihnachtsmaat/Lied.png?raw=true
24-12-2024	21:30	✨Et Team vun Virtuelles Kölsch wünsch üch Fruhe Weihnachte!✨🕯️😇🎄 #froheweihnachten ##kölsch #weihnachtsmarkt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen_Dritte%20Woche_Weihnachtsmaat/Fruhe%20Weihnachte.png?raw=true
25-12-2024	9:30	🎶Et es allt d'r 25. Dezember. Wie ald de Bläck Fööss gesaht han: Weihnachte kütt immer vill ze flöck🎶 Link zum Originalvideo: https://youtu.be/0E9mOMu8KU8?si=bWdDvbnM-dIV_HAD #musik #lied #kölsch #weihnachtsmarkt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen_Dritte%20Woche_Weihnachtsmaat/Lied2.png?raw=true
25-12-2024	13:30	🍽️Fierst do hügg met ding Familich? In Kölle esse mer Äädäppelsschlot met Wööschche (Kartoffelsalat mit Würstchen), wat esst ehr?	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen_Dritte%20Woche_Weihnachtsmaat/Feiern.png?raw=true
25-12-2024	16:30	✍️Zigg zöm Übe Fierst do hügg met ding Familich? Häs do gester Geschenke gekräge? 🎁Schriev uns wat do gekräge häs. Beispill: Ich kräg e Boch... #ziggzomübe #kölsch #weihnachtsmarkt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%201_Zeit%20zum%20%C3%9Cben.png?raw=true
26-12-2024	9:30	 💬Woss do dat? Op Kölsch sage mer: Chressbaum. Off geschmück met Verchromte Suurekappes (Lametta😉).	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%206_Woss%20do%20dat.png?raw=true
26-12-2024	13:30	🎶Häs do e Lieblingsweihnachtsleedche?   🤗Schriev et uns gään en de Kommentare! #lieblingslied #kölsch #kölsch #weihnachtsmarkt	
26-12-2024	16:30	🌨️Leider kei Schnei aan Weihnachte, ävver et heiß jo och en Kölle: Gröne Kreßdag, wieße Poschdag! #kölsch #weihnachten #weihnachtsmarkt	
27-12-2024	9:30	🎄🤶 Weihnachte es vörbei, mäht nix! Jetz sin mer in der „Zwesche-de-Johre-Zigg“. Wat mähs do in de räuhige Dage? 😌 #kölsch #weihnachtsmarkt #weihnachten	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationen_Dritte%20Woche_Weihnachtsmaat/r%C3%A4uhige%20Dage.png?raw=true
27-12-2024	12:30	🎄 Vokabeln för de räuhige Dage: • de Plätzche – die Kekse 🍪 • de Rauh – die Stille 🕯️ • der Besök – der Besuch 🏠 • der „Johrsmarothon“ – de Zigg zwesche Weihnachte un Silvester, wo m’r immer noch iss 🍴🤭 #kölsch #weihnachtsmarkt #vokabeln	
27-12-2024	14:30	🧩Quizfrog Was bedeutet auf Kölsch „Lück op däm Maat“? a) Geschenke auf dem Markt b) Leute auf dem Markt c) Stände auf dem Markt #quiz #quizfrog #kölsch #weihnachtsmarkt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%207_Quiz.png?raw=true
27-12-2024	15:30	🧩Quizfrog Übersetz den folgenden Satz auf Kölsch: „Ich gehe gern auf den Weihnachtsmarkt, um Glühwein zu trinken!“ 👉Schriev ding Üvversetzung en de Kommentare! #quiz #quizfrog #kölsch #weihnachtsmarkt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%207_Quiz.png?raw=true
27-12-2024	16:30	💬 Wat hälds dovun?   Mer wör jähn wesse, wie dir unsre Lektionen gefalle! Hässte Verbesserungsvorschläge oder Wünsche? Geev uns Ding Feedback!  📝 👉 Mer freue uns op Ding Antwoode!  #kölsch #feedback	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%207_Feedback.png?raw=true
